,Date,Ticker,Title,Direction,Direction_Num,Market Cap,Editor-Picks,Author-Followers,Initial-Stock-Price,Current-Stock-Price10,Current-Stock-Price30,Current-Stock-Price90,sp500-Price10,sp500-Price30,sp500-Price90,stock_change10,stock_change30,stock_change90,sp500_change10,sp500_change30,sp500_change90,difference10,difference30,difference90,status10,status30,status90
287,"Jan. 20, 2014  2:12 PM ET",RGEN,Apples To Apples: Organovo Vs. Repligen,NA,4.00,378155646.00,2.00,49.00,12.98,15.82,15.55,15.84,1794.19,1828.75,1864.85,21.88,19.80,22.03,-2.69,-0.82,1.14,24.57,20.62,20.89,1.00,1.00,1.00
288,"Jan. 20, 2014  1:56 PM ET",IBM,IBM Earnings Preview: Consensus Revenue Estimates Still Declining,NA,4.00,152494000000.00,2.00,1096.00,182.68,171.95,178.34,185.22,1794.19,1828.75,1864.85,-5.87,-2.38,1.39,-2.69,-0.82,1.14,-3.18,-1.56,0.25,0.00,0.00,0.00
289,"Jan. 20, 2014  1:49 PM ET",VZ,Buy Verizon On Nice EPS Setup And Fantastic Valuation,NA,4.00,202950000000.00,2.00,5035.00,45.62,45.55,44.50,46.03,1794.19,1828.75,1864.85,-0.15,-2.46,0.90,-2.69,-0.82,1.14,2.54,-1.64,-0.24,0.00,0.00,0.00
290,"Jan. 20, 2014  1:26 PM ET",SBUX,10 Reasons Starbucks Could Suffer,NA,4.00,69948842000.00,2.00,1007.00,72.29,70.59,72.24,69.12,1794.19,1828.75,1864.85,-2.35,-0.07,-4.39,-2.69,-0.82,1.14,0.34,0.75,-5.53,0.00,0.00,0.00
291,"Jan. 20, 2014 12:01 PM ET",YELP,Don&#x27;t Count On Growth Forever From Chipotle,NA,4.00,20924864389.00,2.00,486.00,82.21,75.47,90.00,64.87,1794.19,1828.75,1864.85,-8.20,9.48,-21.09,-2.69,-0.82,1.14,-5.51,10.29,-22.23,0.00,1.00,0.00
292,"Jan. 20, 2014 11:57 AM ET",DTEGY,Orange&#x27;s Dividend Cut Risk Has Increased,NA,4.00,42911943205.00,2.00,414.00,16.55,15.84,15.94,15.13,1794.19,1828.75,1864.85,-4.29,-3.69,-8.58,-2.69,-0.82,1.14,-1.60,-2.87,-9.72,0.00,0.00,0.00
293,"Jan. 20, 2014 11:53 AM ET",HON,"Dear Honeywell Management, There Will Be A Better Time To Buy Back Stock",NA,4.00,79182020465.00,2.00,6684.00,88.37,89.45,90.67,91.26,1794.19,1828.75,1864.85,1.22,2.60,3.27,-2.69,-0.82,1.14,3.91,3.42,2.13,0.00,0.00,0.00
294,"Jan. 20, 2014 11:41 AM ET",JNJ,"Johnson &amp; Johnson: Fairly Valued, Quality Blue Chip... With One Small Chink",NA,4.00,275852000000.00,2.00,1096.00,90.86,86.48,88.55,96.31,1794.19,1828.75,1864.85,-4.82,-2.54,6.00,-2.69,-0.82,1.14,-2.13,-1.73,4.86,0.00,0.00,0.00
295,"Jan. 20, 2014 11:34 AM ET",QCOM,Intel: Please Give Up On Mobile,NA,4.00,146484000000.00,2.00,146.00,73.45,71.30,73.75,79.52,1794.19,1828.75,1864.85,-2.93,0.41,8.26,-2.69,-0.82,1.14,-0.24,1.22,7.12,0.00,0.00,1.00
296,"Jan. 20, 2014 11:33 AM ET",SHLD,Nasdaq-100 Index Removals To Buy,NA,4.00,4512346116.00,2.00,2372.00,28.57,27.55,30.93,35.70,1794.19,1828.75,1864.85,-3.57,8.26,24.96,-2.69,-0.82,1.14,-0.88,9.08,23.81,0.00,1.00,1.00
297,"Jan. 20, 2014 11:14 AM ET",WMT,The Day Of Amazon Is Here,NA,4.00,172091000000.00,2.00,204.00,73.54,72.49,72.58,75.80,1794.19,1828.75,1864.85,-1.43,-1.31,3.07,-2.69,-0.82,1.14,1.26,-0.49,1.93,0.00,0.00,0.00
298,"Jan. 20, 2014 10:47 AM ET",SPWR,Can SunPower Sustain Its Growth In 2014?,NA,4.00,4241557123.00,2.00,281.00,33.97,32.26,33.33,26.53,1794.19,1828.75,1864.85,-5.03,-1.88,-21.90,-2.69,-0.82,1.14,-2.34,-1.07,-23.04,0.00,0.00,0.00
299,"Jan. 20, 2014 10:41 AM ET",MSFT,Microsoft&#x27;s EPS Facing Whisper Number Challenge,NA,4.00,339473000000.00,2.00,5035.00,34.96,35.62,36.52,38.96,1794.19,1828.75,1864.85,1.89,4.46,11.44,-2.69,-0.82,1.14,4.58,5.28,10.30,0.00,1.00,1.00
300,"Jan. 20, 2014 10:39 AM ET",KMP,Why Kinder Morgan Energy Is A Compelling Prospect?,NA,4.00,0.00,2.00,281.00,76.96,75.82,74.53,73.74,1794.19,1828.75,1864.85,-1.48,-3.16,-4.18,-2.69,-0.82,1.14,1.21,-2.34,-5.33,0.00,0.00,0.00
301,"Jan. 20, 2014 10:24 AM ET",TDW,Jumping On The Hoss--Is Hornbeck Offshore Services A Buy?,NA,4.00,690872316.00,2.00,68.00,54.45,49.97,45.98,47.81,1794.19,1828.75,1864.85,-8.23,-15.56,-12.19,-2.69,-0.82,1.14,-5.54,-14.74,-13.34,0.00,0.00,0.00
302,"Jan. 20, 2014 10:23 AM ET",AWAY,HomeAway Might Blow Us Away,NA,4.00,2865319539.00,2.00,64.00,41.77,40.96,42.96,36.15,1794.19,1828.75,1864.85,-1.94,2.85,-13.45,-2.69,-0.82,1.14,0.75,3.67,-14.60,0.00,0.00,0.00
303,"Jan. 21, 2014 10:23 PM ET",NFLX,Is Web-Based TV A Legitimate Business Model?,NA,4.00,30508925342.00,2.00,485.00,333.73,409.33,434.95,348.49,1782.59,1839.78,1871.89,22.65,30.33,4.42,-3.38,-0.28,1.47,26.03,30.61,2.96,1.00,1.00,0.00
304,"Jan. 21, 2014 10:21 PM ET",WFC,"Wells Fargo Isn&#x27;t What You Think It Is, And Why That&#x27;s Important",NA,4.00,285127000000.00,1.00,1002.00,45.11,43.82,44.40,47.80,1782.59,1839.78,1871.89,-2.86,-1.57,5.96,-3.38,-0.28,1.47,0.52,-1.30,4.50,0.00,0.00,0.00
305,"Jan. 21, 2014  9:58 PM ET",PNRA,A Sneak Peek At Starbucks Earnings,NA,4.00,69948842000.00,2.00,5269.00,171.78,169.07,180.48,168.41,1782.59,1839.78,1871.89,-1.58,5.06,-1.96,-3.38,-0.28,1.47,1.80,5.34,-3.43,0.00,1.00,0.00
306,"Jan. 21, 2014  9:53 PM ET",SPLK,Splunk: 8 Insiders Have Sold Shares This Year,NA,4.00,7617726583.00,2.00,3828.00,82.24,77.03,88.51,64.30,1782.59,1839.78,1871.89,-6.34,7.62,-21.81,-3.38,-0.28,1.47,-2.96,7.90,-23.28,0.00,1.00,0.00
307,"Jan. 21, 2014  9:46 PM ET",IBM,IBM: At Least 10% Downside To Fair Value,NA,4.00,152494000000.00,2.00,1256.00,176.69,171.29,179.62,187.43,1782.59,1839.78,1871.89,-3.06,1.66,6.08,-3.38,-0.28,1.47,0.32,1.93,4.61,0.00,0.00,0.00
308,"Jan. 21, 2014  9:45 PM ET",ARCP,American Realty Properties Series F Preferred: A New 7.75% Yield Paying Monthly,NA,4.00,8799892008.00,2.00,752.00,12.85,12.75,13.16,12.60,1782.59,1839.78,1871.89,-0.78,2.41,-1.95,-3.38,-0.28,1.47,2.60,2.69,-3.41,0.00,0.00,0.00
309,"Jan. 21, 2014  9:34 PM ET",VALE,Vale SA: Strengthening Asia And Peeping Into The U.S.,NA,4.00,29992642069.00,2.00,130.00,12.98,13.06,14.05,13.63,1782.59,1839.78,1871.89,0.62,8.24,5.01,-3.38,-0.28,1.47,3.99,8.52,3.54,0.00,1.00,0.00
310,"Jan. 21, 2014  9:07 PM ET",DD,DuPont Shifting Focus To High-Growth Segments,NA,4.00,72885827000.00,2.00,144.00,60.93,58.99,63.63,65.26,1782.59,1839.78,1871.89,-3.18,4.43,7.11,-3.38,-0.28,1.47,0.19,4.71,5.64,0.00,0.00,1.00
311,"Jan. 21, 2014  8:27 PM ET",NFLX,"Short Netflix Into Earnings? Maybe, If You Hedge The Trade",NA,4.00,26522359149.00,2.00,3366.00,333.73,409.33,434.95,348.49,1782.59,1839.78,1871.89,22.65,30.33,4.42,-3.38,-0.28,1.47,26.03,30.61,2.96,1.00,1.00,0.00
312,"Jan. 21, 2014  8:23 PM ET",VIAB,Liberty Proposal To Buy Sirius XM Loaded With Non-Issues,NA,4.00,21823425505.00,2.00,699.00,82.60,80.43,84.75,82.86,1782.59,1839.78,1871.89,-2.63,2.60,0.31,-3.38,-0.28,1.47,0.75,2.88,-1.15,0.00,0.00,0.00
313,"Jan. 21, 2014  8:15 PM ET",BAC,6 Reasons To Buy Into Bank Of America,NA,4.00,169260000000.00,2.00,738.00,16.97,16.58,16.13,15.93,1782.59,1839.78,1871.89,-2.30,-4.95,-6.13,-3.38,-0.28,1.47,1.08,-4.67,-7.59,0.00,0.00,0.00
314,"Jan. 21, 2014  7:21 PM ET",SDRL,Market Fundamentals Are Strong For SeaDrill,NA,4.00,4493970635.00,2.00,2131.00,37.17,32.97,33.65,31.40,1782.59,1839.78,1871.89,-11.30,-9.47,-15.52,-3.38,-0.28,1.47,-7.92,-9.19,-16.99,0.00,0.00,0.00
315,"Jan. 21, 2014  7:11 PM ET",SLW,Will Silver Wheaton Continue To Rally?,NA,4.00,6868098046.00,2.00,1118.00,21.90,21.46,25.65,21.62,1782.59,1839.78,1871.89,-2.01,17.12,-1.28,-3.38,-0.28,1.47,1.37,17.40,-2.74,0.00,1.00,0.00
316,"Jan. 21, 2014  6:39 PM ET",NFLX,Here&#x27;s What The Buy Side Is Saying About Netflix,NA,4.00,26522359149.00,2.00,2282.00,333.73,409.33,434.95,348.49,1782.59,1839.78,1871.89,22.65,30.33,4.42,-3.38,-0.28,1.47,26.03,30.61,2.96,1.00,1.00,0.00
317,"Jan. 21, 2014  6:24 PM ET",UTX,Finmeccanica: Empire Building At A Price,NA,4.00,7169064960.00,2.00,63.00,113.06,111.02,112.61,115.79,1782.59,1839.78,1871.89,-1.80,-0.40,2.41,-3.38,-0.28,1.47,1.57,-0.12,0.95,0.00,0.00,0.00
318,"Jan. 21, 2014  5:31 PM ET",XOM,Exxon Mobil: Alignment At Work,NA,4.00,351809000000.00,2.00,55.00,94.47,88.95,92.70,98.10,1782.59,1839.78,1871.89,-5.84,-1.87,3.84,-3.38,-0.28,1.47,-2.47,-1.60,2.38,0.00,0.00,0.00
319,"Jan. 21, 2014  5:16 PM ET",PAYX,Evaluation Of A Payroll Processing King: Paychex,NA,4.00,18128312467.00,2.00,94.00,41.89,40.41,39.88,39.47,1782.59,1839.78,1871.89,-3.53,-4.80,-5.78,-3.38,-0.28,1.47,-0.16,-4.52,-7.24,0.00,0.00,0.00
320,"Jan. 21, 2014  5:13 PM ET",SNDK,SanDisk Still Cheap At Record High,NA,4.00,17854815040.00,2.00,141.00,71.03,68.65,74.34,82.57,1782.59,1839.78,1871.89,-3.35,4.66,16.25,-3.38,-0.28,1.47,0.02,4.94,14.78,0.00,0.00,1.00
321,"Jan. 21, 2014  5:09 PM ET",XTL,Verizon&#x27;s Planned Acquisition Of OnCue Is About Cost Savings And Making FiOS TV 100% IP Based,NA,4.00,202950000000.00,2.00,665.00,56.52,55.16,57.37,55.42,1782.59,1839.78,1871.89,-2.41,1.50,-1.95,-3.38,-0.28,1.47,0.97,1.78,-3.41,0.00,0.00,0.00
322,"Jan. 21, 2014  3:54 PM ET",AGEN,Agenus: Key Opinion Leader Support Builds For Prophage,NA,4.00,339749800.00,2.00,2527.00,3.34,3.09,3.63,2.57,1782.59,1839.78,1871.89,-7.49,8.68,-23.05,-3.38,-0.28,1.47,-4.11,8.96,-24.52,0.00,1.00,0.00
323,"Jan. 21, 2014  3:33 PM ET",NBS,ThermoGenesis Merging With TotiRx - Heating Up Cell Therapy Mergers And Acquisitions,NA,4.00,33034939.00,2.00,1717.00,7.86,7.26,6.94,6.75,1782.59,1839.78,1871.89,-7.63,-11.70,-14.12,-3.38,-0.28,1.47,-4.26,-11.43,-15.59,0.00,0.00,0.00
324,"Jan. 22, 2014  9:05 PM ET",NAT,"Mr. Market Discounts Petrobras 50%, Time To Buy",NA,4.00,32676464810.00,2.00,415.00,10.31,9.87,9.29,8.06,1774.20,1836.25,1879.55,-4.27,-9.89,-21.82,-2.97,0.43,2.79,-1.30,-10.32,-24.62,0.00,0.00,0.00
325,"Jan. 22, 2014  7:33 PM ET",INTC,2 Reasons To Again Turn Neutral On NVidia,NA,4.00,12481372790.00,2.00,6140.00,24.18,23.62,23.73,26.08,1774.20,1836.25,1879.55,-2.32,-1.86,7.86,-2.97,0.43,2.79,0.65,-2.29,5.06,0.00,0.00,1.00
326,"Jan. 22, 2014  7:10 PM ET",JPM,Wells Fargo: Where Is The Upside?,NA,4.00,285127000000.00,2.00,15.00,55.00,53.92,56.11,54.70,1774.20,1836.25,1879.55,-1.96,2.02,-0.55,-2.97,0.43,2.79,1.00,1.59,-3.34,0.00,0.00,0.00
327,"Jan. 22, 2014  6:42 PM ET",RKT,Best Mid-Cap Dividend Stocks According To A Winning Ranking System,NA,4.00,7718956499.00,2.00,5208.00,48.94,49.78,53.59,49.03,1774.20,1836.25,1879.55,1.72,9.50,0.18,-2.97,0.43,2.79,4.68,9.08,-2.61,0.00,1.00,0.00
328,"Jan. 22, 2014  6:37 PM ET",UNP,Buy-Side Expects Another Quarter Of Growth From Union Pacific,NA,4.00,100925000000.00,2.00,2282.00,85.09,85.15,87.53,94.33,1774.20,1836.25,1879.55,0.07,2.87,10.86,-2.97,0.43,2.79,3.04,2.44,8.06,0.00,0.00,1.00
329,"Jan. 22, 2014  5:41 PM ET",OTIV,"OTI: New Board, New Management = Success",NA,4.00,39669579.00,2.00,1050.00,4.09,3.04,3.08,2.50,1774.20,1836.25,1879.55,-25.67,-24.69,-38.88,-2.97,0.43,2.79,-22.70,-25.12,-41.67,0.00,0.00,0.00
330,"Jan. 22, 2014  5:07 PM ET",INTC,With An Expanded Product Portfolio Intel Better Positioned For 2014,NA,4.00,146484000000.00,2.00,2695.00,24.18,23.62,23.73,26.08,1774.20,1836.25,1879.55,-2.32,-1.86,7.86,-2.97,0.43,2.79,0.65,-2.29,5.06,0.00,0.00,1.00
331,"Jan. 22, 2014  4:16 PM ET",PGH,Penn West: When Will The Pain Stop?,NA,4.00,706194524.00,2.00,3312.00,6.00,5.90,6.19,5.83,1774.20,1836.25,1879.55,-1.67,3.17,-2.83,-2.97,0.43,2.79,1.30,2.74,-5.63,0.00,0.00,0.00
332,"Jan. 22, 2014  4:12 PM ET",AFSI,AmTrust Financial Services: Undervalued And Overly Shorted,NA,4.00,4634501289.00,2.00,12.00,32.51,31.65,34.63,37.00,1774.20,1836.25,1879.55,-2.65,6.52,13.81,-2.97,0.43,2.79,0.32,6.10,11.02,0.00,1.00,1.00
333,"Jan. 22, 2014  4:04 PM ET",CHL,Apple: One Incredible China Stat,NA,4.00,719881000000.00,2.00,2372.00,47.75,46.12,46.14,44.68,1774.20,1836.25,1879.55,-3.41,-3.37,-6.43,-2.97,0.43,2.79,-0.45,-3.80,-9.22,0.00,0.00,0.00
334,"Jan. 22, 2014  3:47 PM ET",GILD,High Stakes Intrigue In Hep C: Bristol-Myers Vs. Gilead,NA,4.00,111146000000.00,2.00,548.00,82.15,80.65,82.59,72.86,1774.20,1836.25,1879.55,-1.83,0.54,-11.31,-2.97,0.43,2.79,1.14,0.11,-14.10,0.00,0.00,0.00
335,"Jan. 22, 2014  3:45 PM ET",BIREF,Birchcliff Energy: A Simple Growth Formula,NA,4.00,684919200.00,2.00,1658.00,7.79,7.61,9.02,11.26,1774.20,1836.25,1879.55,-2.31,15.79,44.54,-2.97,0.43,2.79,0.66,15.36,41.75,0.00,1.00,1.00
336,"Jan. 22, 2014  3:37 PM ET",NOK,BlackBerry: Rebirth Of The Original Gangster,NA,4.00,5189490000.00,1.00,5269.00,6.60,6.50,7.00,7.01,1774.20,1836.25,1879.55,-1.52,6.06,6.21,-2.97,0.43,2.79,1.45,5.63,3.42,0.00,1.00,0.00
337,"Jan. 22, 2014  3:19 PM ET",SHLD,"The Mysterious Case Of Guess, Inc.",NA,4.00,1485550760.00,2.00,30.00,28.20,27.45,30.89,37.96,1774.20,1836.25,1879.55,-2.66,9.54,34.61,-2.97,0.43,2.79,0.31,9.11,31.82,0.00,1.00,1.00
338,"Jan. 22, 2014  3:02 PM ET",LNCO,Is Linn Energy Still The Best Value Among The Upstream MLPs?,NA,4.00,3758294882.00,2.00,3312.00,28.80,28.21,27.81,25.15,1774.20,1836.25,1879.55,-2.05,-3.44,-12.67,-2.97,0.43,2.79,0.92,-3.86,-15.47,0.00,0.00,0.00
339,"Jan. 23, 2014  7:53 PM ET",BMY,Here&#x27;s How The Buy Side Expects Bristol-Myers Squibb To Report Friday,NA,4.00,111146000000.00,2.00,2282.00,49.55,48.61,52.66,49.91,1794.19,1828.75,1875.39,-1.90,6.28,0.73,0.22,2.15,4.75,-2.11,4.13,-4.03,0.00,0.00,0.00
340,"Jan. 23, 2014  6:37 PM ET",HON,How The Buy Side Expects Honeywell To Report Friday,NA,4.00,79182020465.00,2.00,2282.00,86.30,88.99,91.63,92.17,1794.19,1828.75,1875.39,3.12,6.18,6.80,0.22,2.15,4.75,2.90,4.03,2.05,0.00,0.00,0.00
341,"Jan. 23, 2014  6:27 PM ET",MNK,Retrophin - A Peek Under The Veneer Of 2 Recent Additions,NA,4.00,390941773.00,2.00,36.00,59.42,57.83,71.49,64.33,1794.19,1828.75,1875.39,-2.68,20.31,8.26,0.22,2.15,4.75,-2.89,18.16,3.51,0.00,1.00,0.00
342,"Jan. 23, 2014  6:08 PM ET",CMP,A Few Reasons Why I&#x27;m Staying Bullish On BHP Billiton,NA,4.00,118587000000.00,2.00,1364.00,77.61,75.96,82.90,81.99,1794.19,1828.75,1875.39,-2.13,6.82,5.64,0.22,2.15,4.75,-2.34,4.67,0.89,0.00,0.00,0.00
343,"Jan. 23, 2014  6:08 PM ET",MCD,Starbucks: Upside To $90,NA,4.00,69948842000.00,2.00,1256.00,90.50,90.25,92.43,95.81,1794.19,1828.75,1875.39,-0.28,2.13,5.87,0.22,2.15,4.75,-0.49,-0.02,1.11,0.00,0.00,0.00
344,"Jan. 23, 2014  6:00 PM ET",MSFT,Apple Earnings Preview: What A Difference A Year Makes,NA,4.00,719881000000.00,2.00,989.00,35.58,36.57,36.98,38.65,1794.19,1828.75,1875.39,2.78,3.93,8.63,0.22,2.15,4.75,2.56,1.79,3.88,0.00,0.00,0.00
345,"Jan. 23, 2014  5:53 PM ET",WMT,Coca-Cola Yields 3% And Everyone Should Know It,NA,4.00,174257000000.00,2.00,2771.00,72.17,72.42,70.91,76.17,1794.19,1828.75,1875.39,0.35,-1.75,5.54,0.22,2.15,4.75,0.13,-3.89,0.79,0.00,0.00,0.00
346,"Jan. 23, 2014  5:38 PM ET",XOM,Is Chevron And Liquefied Natural Gas A Promising Prospect?,NA,4.00,191064000000.00,2.00,57.00,91.55,88.95,92.37,97.69,1794.19,1828.75,1875.39,-2.84,0.90,6.71,0.22,2.15,4.75,-3.06,-1.25,1.95,0.00,0.00,0.00
347,"Jan. 23, 2014  5:35 PM ET",NKE,"Under Armour Stock Ready For Boost With Notre Dame, Winter Olympics And Johnny Manziel",NA,4.00,16268051709.00,2.00,2229.00,70.58,71.77,75.34,73.22,1794.19,1828.75,1875.39,1.69,6.74,3.74,0.22,2.15,4.75,1.47,4.60,-1.01,0.00,0.00,0.00
348,"Jan. 23, 2014  5:30 PM ET",MSFT,Strong Q2 Results Reinforce The Bullish Outlook For Microsoft,NA,4.00,339473000000.00,2.00,3366.00,35.58,36.57,36.98,38.65,1794.19,1828.75,1875.39,2.78,3.93,8.63,0.22,2.15,4.75,2.56,1.79,3.88,0.00,0.00,0.00
349,"Jan. 23, 2014  5:02 PM ET",YY,A Case For The China Internet ETF,NA,4.00,169125354.00,1.00,159.00,59.79,63.30,67.99,68.57,1794.19,1828.75,1875.39,5.87,13.71,14.68,0.22,2.15,4.75,5.65,11.57,9.93,1.00,1.00,1.00
350,"Jan. 23, 2014  4:55 PM ET",CEB,The Corporate Executive Board Is Due For A Correction,NA,4.00,2560209712.00,2.00,29.00,72.87,71.69,72.18,70.05,1794.19,1828.75,1875.39,-1.62,-0.95,-3.87,0.22,2.15,4.75,-1.84,-3.10,-8.62,0.00,0.00,0.00
351,"Jan. 23, 2014  4:49 PM ET",FB,Facebook&#x27;s Earnings Preview: What Investors Need To Know,NA,4.00,218463000000.00,2.00,3095.00,54.45,62.57,68.59,61.36,1794.19,1828.75,1875.39,14.91,25.97,12.69,0.22,2.15,4.75,14.69,23.82,7.94,1.00,1.00,1.00
352,"Jan. 23, 2014  4:32 PM ET",AMD,Increasing Focus On New Growth Markets Helps AMD Close 2013 On A Positive Note,NA,4.00,2137575710.00,2.00,2695.00,3.47,3.43,3.69,4.25,1794.19,1828.75,1875.39,-1.15,6.34,22.48,0.22,2.15,4.75,-1.37,4.19,17.72,0.00,0.00,1.00
353,"Jan. 23, 2014  4:19 PM ET",CFX,Colfax Makes Politicians And Investors Happy,NA,4.00,6001141360.00,2.00,2366.00,62.01,60.25,69.76,73.20,1794.19,1828.75,1875.39,-2.84,12.50,18.05,0.22,2.15,4.75,-3.06,10.35,13.29,0.00,1.00,1.00
354,"Jan. 23, 2014  4:08 PM ET",SYT,Monsanto: 4 Different Insiders Have Sold Shares This Year,NA,4.00,56481622666.00,2.00,3828.00,72.33,68.79,71.08,75.88,1794.19,1828.75,1875.39,-4.89,-1.73,4.91,0.22,2.15,4.75,-5.11,-3.88,0.15,0.00,0.00,0.00
355,"Jan. 23, 2014  3:38 PM ET",COCO,ITT Educational Services Is A Strong Short Pick For 2014,NA,4.00,172812998.00,2.00,8830.00,1.57,1.47,1.53,1.28,1794.19,1828.75,1875.39,-6.37,-2.55,-18.47,0.22,2.15,4.75,-6.59,-4.70,-23.22,0.00,0.00,0.00
356,"Jan. 23, 2014  3:27 PM ET",AGI,Is The Alamos Gold Sell-Off A Buying Opportunity?,NA,4.00,750135593.00,2.00,811.00,8.87,8.97,9.68,9.20,1794.19,1828.75,1875.39,1.13,9.13,3.72,0.22,2.15,4.75,0.91,6.98,-1.03,0.00,1.00,0.00
357,"Jan. 23, 2014  3:18 PM ET",SDS,Why Stocks Are Souring Today - Avoid The SPY And Passive Longs,NA,4.00,184294000000.00,2.00,5035.00,31.51,31.73,29.67,28.10,1794.19,1828.75,1875.39,0.70,-5.84,-10.82,0.22,2.15,4.75,0.48,-7.99,-15.58,0.00,0.00,0.00
358,"Jan. 23, 2014  3:03 PM ET",NHF,"Interview With Brian Mitts, Chief Operating Officer Of NexPoint Advisors",NA,4.00,751246122.00,2.00,497.00,9.37,9.70,10.34,10.67,1794.19,1828.75,1875.39,3.52,10.35,13.87,0.22,2.15,4.75,3.30,8.20,9.12,0.00,1.00,1.00
359,"Jan. 23, 2014  2:59 PM ET",INTC,Intel Missed Mobile And Now It Has Become A Dividend Dud,NA,4.00,146484000000.00,2.00,14440.00,23.88,23.62,23.73,25.99,1794.19,1828.75,1875.39,-1.09,-0.63,8.84,0.22,2.15,4.75,-1.31,-2.78,4.08,0.00,0.00,0.00
360,"Jan. 24, 2014  7:39 PM ET",VOC,VOC Energy Trust: A Forecast Of Future Distributions,NA,4.00,85136000.00,2.00,655.00,13.67,13.14,13.34,13.69,1741.89,1839.78,1878.61,-3.88,-2.41,0.15,-5.58,-0.28,1.83,1.70,-2.14,-1.68,0.00,0.00,0.00
361,"Jan. 24, 2014  7:29 PM ET",NE,Noble Corp. An Attractive Buy After Drop,NA,4.00,3280898518.00,2.00,1356.00,26.61,24.98,25.49,26.00,1741.89,1839.78,1878.61,-6.13,-4.21,-2.29,-5.58,-0.28,1.83,-0.54,-3.93,-4.12,0.00,0.00,0.00
362,"Jan. 24, 2014  7:20 PM ET",CHL,China Unicom: China Growth Play For Cheap,NA,4.00,35601317175.00,2.00,85.00,46.79,45.09,46.14,43.47,1741.89,1839.78,1878.61,-3.63,-1.39,-7.10,-5.58,-0.28,1.83,1.95,-1.11,-8.92,0.00,0.00,0.00
363,"Jan. 24, 2014  6:16 PM ET",XLU,American Electric Power: Potentially Better Opportunities Elsewhere,NA,4.00,27068855981.00,2.00,1835.00,36.69,37.47,39.17,41.51,1741.89,1839.78,1878.61,2.13,6.76,13.14,-5.58,-0.28,1.83,7.71,7.03,11.31,1.00,1.00,1.00
364,"Jan. 24, 2014  5:40 PM ET",ICF,American Capital Agency: The Bottom Is Here And Risk Is To The Upside,NA,4.00,7457953266.00,2.00,2807.00,74.19,74.51,78.49,82.58,1741.89,1839.78,1878.61,0.43,5.80,11.31,-5.58,-0.28,1.83,6.01,6.07,9.48,1.00,1.00,1.00
365,"Jan. 24, 2014  5:28 PM ET",TBT,Forecast Treasury And Mortgage Yields Down Another 0.07% To 0.10%,NA,4.00,6310656000.00,2.00,1071.00,71.03,68.15,71.46,64.60,1741.89,1839.78,1878.61,-4.05,0.61,-9.05,-5.58,-0.28,1.83,1.53,0.88,-10.88,0.00,0.00,0.00
366,"Jan. 24, 2014  4:20 PM ET",AAMC,Altisource Residential Corporation Is Worth 35% Less Than You Thought,NA,4.00,1204699624.00,2.00,17.00,1053.00,938.15,862.41,991.10,1741.89,1839.78,1878.61,-10.91,-18.10,-5.88,-5.58,-0.28,1.83,-5.33,-17.82,-7.71,0.00,0.00,0.00
367,"Jan. 24, 2014  4:09 PM ET",PGH,Pengrowth Should Reward Patient Money,NA,4.00,1466954987.00,2.00,3366.00,5.94,5.77,6.19,5.87,1741.89,1839.78,1878.61,-2.86,4.21,-1.18,-5.58,-0.28,1.83,2.72,4.48,-3.01,0.00,0.00,0.00
368,"Jan. 24, 2014  4:06 PM ET",ORCL,Sometimes Swing Trading Is Better Than Buy And Hold,NA,4.00,28322771400.00,2.00,3654.00,36.68,35.42,37.66,39.41,1741.89,1839.78,1878.61,-3.44,2.67,7.44,-5.58,-0.28,1.83,2.15,2.95,5.61,0.00,0.00,1.00
369,"Jan. 24, 2014  4:04 PM ET",ENB,Enbridge: Potential Home Run Despite Short-Term Metrics,NA,4.00,39337455806.00,2.00,80.00,40.60,40.23,41.74,45.87,1741.89,1839.78,1878.61,-0.91,2.81,12.98,-5.58,-0.28,1.83,4.67,3.08,11.15,0.00,0.00,1.00
370,"Jan. 24, 2014  4:00 PM ET",NOC,BAE Systems: Competition For Lockheed Martin And Northrop Grumman,NA,4.00,26944844340.00,2.00,63.00,110.58,110.39,117.42,116.77,1741.89,1839.78,1878.61,-0.17,6.19,5.60,-5.58,-0.28,1.83,5.41,6.46,3.77,1.00,1.00,0.00
371,"Jan. 24, 2014  3:54 PM ET",VVUS,Arena Investors Await Strong Sales Data,NA,4.00,1161437198.00,2.00,1369.00,8.17,6.97,6.77,5.08,1741.89,1839.78,1878.61,-14.69,-17.14,-37.82,-5.58,-0.28,1.83,-9.11,-16.86,-39.65,0.00,0.00,0.00
372,"Jan. 24, 2014  3:54 PM ET",HERO,Abusive Naked Short-Selling Lands Hercules Offshore&#x27;s Shares On FINRA&#x27;s RegSHO Radar,NA,4.00,65225782.00,2.00,61.00,5.11,4.98,4.54,4.34,1741.89,1839.78,1878.61,-2.54,-11.15,-15.07,-5.58,-0.28,1.83,3.04,-10.88,-16.90,0.00,0.00,0.00
373,"Jan. 24, 2014  3:47 PM ET",ICPT,Why It Could Pay Off To Look At The Big Picture Of Intercept Pharmaceuticals,NA,4.00,6369277443.00,2.00,264.00,295.25,286.51,370.17,271.56,1741.89,1839.78,1878.61,-2.96,25.38,-8.02,-5.58,-0.28,1.83,2.62,25.65,-9.85,0.00,1.00,0.00
